X1,Y1,X2,Y2,X3,Y3,X4,Y4,Angle,X5,Y5,X6,Y6,X7,Y7,X8,Y8,Angle number,RightorLeft
-0.905729175,-3.185207844,-0.604510188,-2.520129204,-0.291183263,-1.861469626,-0.161198869,-1.063399434,14.90127629,-1.378062963,-2.057011843,-1.033131838,-1.686316133,-0.812804282,-1.35043335,-0.489363402,-0.655707657,4,0
-1.82140553,-1.591954589,-1.513889074,-0.962890804,-1.074336171,-0.205663532,-0.480624944,0.548351228,14.7967371,-1.081559181,-3.522216558,-0.865764141,-2.893042564,-0.59247148,-2.225237608,-0.427590787,-1.291817427,1,0
-1.081559181,-3.522216558,-0.865764141,-2.893042564,-0.59247148,-2.225237608,-0.427590787,-1.291817427,13.30764534,-0.838851333,-3.732168436,-0.534015179,-3.00394392,-0.278649241,-2.293328047,-0.173467293,-1.311250329,2,0
-0.838851333,-3.732168436,-0.534015179,-3.00394392,-0.278649241,-2.293328047,-0.173467293,-1.311250329,7.63281008,-0.745863259,-3.151514769,-0.423932612,-2.516007662,-0.127644539,-1.901329279,-0.020029102,-1.088936567,3,0
0.079858422,-2.275854826,0.110173345,-1.610193372,0.123587787,-0.805923343,0.055486381,0.068419345,19.27548779,0.432834864,-3.170302391,0.423602104,-2.64077878,0.433068752,-2.048975229,0.325259864,-1.236258507,1,0
0.432834864,-3.170302391,0.423602104,-2.64077878,0.433068752,-2.048975229,0.325259864,-1.236258507,13.19890185,-0.260780513,-3.128139734,-0.060633659,-2.458026886,0.095770583,-1.814866185,0.097707212,-1.022131324,2,0
-0.260780513,-3.128139734,-0.060633659,-2.458026886,0.095770583,-1.814866185,0.097707212,-1.022131324,18.07125719,-1.028284907,-2.40304184,-0.702093005,-1.866702437,-0.364536554,-1.304966688,-0.1628723,-0.680060923,3,0
-1.028284907,-2.40304184,-0.702093005,-1.866702437,-0.364536554,-1.304966688,-0.1628723,-0.680060923,16.15592256,-1.499234438,-1.217225194,-1.123276353,-0.936887324,-0.894866467,-0.679458499,-0.499928474,-0.207227305,4,0
0.129744887,-2.301224232,0.084895551,-1.612517357,0.098762989,-0.799807549,0.025108933,0.082421094,30.13131538,0.581241667,-3.276182413,0.532582164,-2.693669319,0.509751558,-2.072710752,0.357650757,-1.249717116,1,0
0.581241667,-3.276182413,0.532582164,-2.693669319,0.509751558,-2.072710752,0.357650757,-1.249717116,16.41330211,-0.030220896,-3.13963747,0.079305992,-2.474089861,0.187384456,-1.828522563,0.130152702,-1.04400003,2,0
-0.030220896,-3.13963747,0.079305992,-2.474089861,0.187384456,-1.828522563,0.130152702,-1.04400003,14.47935232,-0.77296567,-2.529300928,-0.519489169,-1.918954968,-0.261585176,-1.33506918,-0.139286041,-0.707567155,3,0
-0.77296567,-2.529300928,-0.519489169,-1.918954968,-0.261585176,-1.33506918,-0.139286041,-0.707567155,15.98331707,-1.371189237,-1.335171342,-1.033759952,-1.006372809,-0.829050422,-0.731506526,-0.493947089,-0.248378277,4,0
-0.175998092,-2.276893616,-0.120057404,-1.564203262,-0.04633981,-0.677712381,-0.032531083,0.273766071,16.44488679,0.128191501,-3.585494757,0.208429307,-2.974060535,0.327547967,-2.295803308,0.306495726,-1.368646383,1,0
0.128191501,-3.585494757,0.208429307,-2.974060535,0.327547967,-2.295803308,0.306495726,-1.368646383,14.65064676,-0.328680575,-3.656366348,-0.116911523,-2.887447834,0.078373618,-2.17336297,0.087590255,-1.259572148,2,0
-0.328680575,-3.656366348,-0.116911523,-2.887447834,0.078373618,-2.17336297,0.087590255,-1.259572148,7.160647532,-0.950071037,-3.015570879,-0.629420102,-2.348732948,-0.316466928,-1.700216413,-0.178130448,-0.959213614,3,0
-0.950071037,-3.015570879,-0.629420102,-2.348732948,-0.316466928,-1.700216413,-0.178130448,-0.959213614,17.7769684,-1.471219301,-1.850174069,-1.117614269,-1.48760879,-0.886536956,-1.162729979,-0.549018979,-0.513928771,4,0
-0.024547219,-2.32648468,-0.02543062,-1.61630547,0.05482316,-0.725824296,0.034769654,0.229718804,31.85193638,0.267794251,-3.5784266,0.305903614,-2.940846682,0.392362118,-2.264511347,0.341945827,-1.355696201,1,0
0.267794251,-3.5784266,0.305903614,-2.940846682,0.392362118,-2.264511347,0.341945827,-1.355696201,14.37307065,-0.260996699,-3.503587246,-0.109553874,-2.779067755,0.075504534,-2.097643137,0.075566553,-1.220022798,2,0
-0.260996699,-3.503587246,-0.109553874,-2.779067755,0.075504534,-2.097643137,0.075566553,-1.220022798,6.093654851,-0.93891871,-2.950182915,-0.65288198,-2.274927139,-0.363042682,-1.625470519,-0.223528504,-0.912359893,3,0
-0.93891871,-2.950182915,-0.65288198,-2.274927139,-0.363042682,-1.625470519,-0.223528504,-0.912359893,12.74758819,-1.528818846,-1.814463615,-1.185070634,-1.432289243,-0.958328962,-1.107067704,-0.623624265,-0.464713395,4,0
0.185315967,-2.372366905,0.11519897,-1.67630291,0.123482108,-0.808897018,0.030701101,0.133683205,30.75531496,0.584811807,-3.398577213,0.551334262,-2.79361701,0.558370113,-2.14452672,0.420045614,-1.292742133,1,0
0.584811807,-3.398577213,0.551334262,-2.79361701,0.558370113,-2.14452672,0.420045614,-1.292742133,13.62110671,0.027209938,-3.311379671,0.114000261,-2.604937792,0.226501495,-1.937282085,0.15122515,-1.121758938,2,0
0.027209938,-3.311379671,0.114000261,-2.604937792,0.226501495,-1.937282085,0.15122515,-1.121758938,10.61228351,-0.720191598,-2.764965773,-0.487892836,-2.103503942,-0.249391809,-1.47014451,-0.159422487,-0.807328582,3,0
-0.720191598,-2.764965773,-0.487892836,-2.103503942,-0.249391809,-1.47014451,-0.159422487,-0.807328582,12.17738758,-1.394815445,-1.6401124,-1.074753642,-1.265271306,-0.873785377,-0.953364968,-0.571214557,-0.374262363,4,0
-0.150626898,-2.517326593,-0.220533788,-1.786197782,-0.179621994,-0.938312769,-0.17970705,0.004365399,41.27102963,0.842027187,-3.355387688,0.722628593,-2.742093086,0.634588659,-2.10757494,0.383168697,-1.297025561,1,0
0.842027187,-3.355387688,0.722628593,-2.742093086,0.634588659,-2.10757494,0.383168697,-1.297025561,14.29297761,0.40583837,-3.144172192,0.432424188,-2.459985733,0.462743759,-1.804314971,0.256042808,-1.036598206,2,0
0.40583837,-3.144172192,0.432424188,-2.459985733,0.462743759,-1.804314971,0.256042808,-1.036598206,7.191233094,-0.265575707,-2.449617863,-0.112005666,-1.829521775,0.056950361,-1.260604978,0.03555369,-0.662956953,3,0
-0.265575707,-2.449617863,-0.112005666,-1.829521775,0.056950361,-1.260604978,0.03555369,-0.662956953,25.49707829,-0.936722994,-1.229246855,-0.657741129,-0.906993449,-0.505329788,-0.634673715,-0.300101101,-0.174960911,4,0
-0.150769949,-2.517832279,-0.209881306,-1.785360575,-0.155299902,-0.932154536,-0.146701545,0.018821463,41.41066847,0.7009027,-3.386323929,0.616986752,-2.766577005,0.567254364,-2.127090931,0.359518051,-1.309267044,1,0
0.7009027,-3.386323929,0.616986752,-2.766577005,0.567254364,-2.127090931,0.359518051,-1.309267044,10.54866336,0.249061406,-3.192846537,0.311120152,-2.495892763,0.378696382,-1.830563188,0.212265372,-1.054574847,2,0
0.249061406,-3.192846537,0.311120152,-2.495892763,0.378696382,-1.830563188,0.212265372,-1.054574847,7.414367945,-0.417400002,-2.488517046,-0.228773251,-1.860443354,-0.032113783,-1.287005544,-0.01757871,-0.679630995,3,0
-0.417400002,-2.488517046,-0.228773251,-1.860443354,-0.032113783,-1.287005544,-0.01757871,-0.679630995,25.02136614,-1.059391379,-1.267283082,-0.760392427,-0.94182986,-0.59245497,-0.666314721,-0.357798815,-0.192240819,4,0
-0.19143188,-2.225927114,-0.149253666,-1.523599267,-0.074470043,-0.66336143,-0.048117757,0.259443253,21.80337445,0.232156545,-3.552978516,0.265422314,-2.934713125,0.343706667,-2.26599884,0.285475224,-1.352041483,1,0
0.232156545,-3.552978516,0.265422314,-2.934713125,0.343706667,-2.26599884,0.285475224,-1.352041483,11.27333246,-0.235543817,-3.603538036,-0.053968295,-2.841550827,0.106040739,-2.138156414,0.086442865,-1.233866692,2,0
-0.235543817,-3.603538036,-0.053968295,-2.841550827,0.106040739,-2.138156414,0.086442865,-1.233866692,7.041517968,-0.858785629,-2.958436728,-0.573927283,-2.291380405,-0.283419847,-1.658604145,-0.163055122,-0.928942621,3,0
-0.858785629,-2.958436728,-0.573927283,-2.291380405,-0.283419847,-1.658604145,-0.163055122,-0.928942621,22.83311748,-1.407358646,-1.763540626,-1.061366558,-1.413763642,-0.845130026,-1.095516562,-0.514391243,-0.480326563,4,0
-0.424245954,-2.548074245,-0.459875107,-1.796431184,-0.337972343,-0.896802485,-0.253613114,0.098646671,44.08990421,0.750397086,-3.635119677,0.637535632,-2.939398289,0.572451293,-2.238575459,0.351397574,-1.378619552,1,0
0.750397086,-3.635119677,0.637535632,-2.939398289,0.572451293,-2.238575459,0.351397574,-1.378619552,11.71568655,0.41342473,-3.498244286,0.420306206,-2.712545156,0.454909265,-1.984081984,0.240786135,-1.160577893,2,0
0.41342473,-3.498244286,0.420306206,-2.712545156,0.454909265,-1.984081984,0.240786135,-1.160577893,6.506579992,-0.27297914,-2.87438035,-0.090586334,-2.12446332,0.06717132,-1.45462203,0.026121523,-0.805388987,3,0
-0.27297914,-2.87438035,-0.090586334,-2.12446332,0.06717132,-1.45462203,0.026121523,-0.805388987,14.51986664,-0.951300263,-1.646591425,-0.665740728,-1.24551785,-0.494068384,-0.899893999,-0.317282051,-0.335432619,4,0
0.052465796,-2.417828321,-0.002903461,-1.697480321,0.043481708,-0.819585443,-7.45E-05,0.139082998,36.58044774,0.50363642,-3.506049871,0.481884688,-2.862063408,0.49741745,-2.188577652,0.377504796,-1.328361034,1,0
0.50363642,-3.506049871,0.481884688,-2.862063408,0.49741745,-2.188577652,0.377504796,-1.328361034,12.30157605,-0.016049415,-3.40872097,0.079201445,-2.665004969,0.203982323,-1.972338557,0.125514805,-1.148576975,2,0
-0.016049415,-3.40872097,0.079201445,-2.665004969,0.203982323,-1.972338557,0.125514805,-1.148576975,10.03008241,-0.750260651,-2.85248971,-0.495534122,-2.143270969,-0.250787795,-1.486587286,-0.170486003,-0.819694698,3,0
-0.750260651,-2.85248971,-0.495534122,-2.143270969,-0.250787795,-1.486587286,-0.170486003,-0.819694698,12.7489585,-1.405196548,-1.676499248,-1.072058201,-1.280980706,-0.864050567,-0.955641508,-0.568947911,-0.373240978,4,0
0.013577819,-2.239981174,0.059904575,-1.558352113,0.10368216,-0.743747592,0.064218968,0.135077327,23.48656803,0.276750505,-3.303929806,0.300450265,-2.748768091,0.354216814,-2.1285429,0.287986904,-1.275721192,1,0
0.276750505,-3.303929806,0.300450265,-2.748768091,0.354216814,-2.1285429,0.287986904,-1.275721192,9.483044001,-0.393796504,-3.287207842,-0.170413941,-2.594986916,0.018063501,-1.930907965,0.053945281,-1.09336257,2,0
-0.393796504,-3.287207842,-0.170413941,-2.594986916,0.018063501,-1.930907965,0.053945281,-1.09336257,15.5217533,-1.111133575,-2.542942286,-0.774761498,-1.992537379,-0.424463391,-1.419110417,-0.206762701,-0.759248793,3,0
-1.111133575,-2.542942286,-0.774761498,-1.992537379,-0.424463391,-1.419110417,-0.206762701,-0.759248793,18.54163078,-1.571717381,-1.343927383,-1.18977499,-1.06280005,-0.950867832,-0.793540716,-0.543111145,-0.287326634,4,0
-0.071009159,-2.295486212,-0.00059396,-1.607330203,0.067745805,-0.756273031,0.0554308,0.170317799,17.22580209,0.203852981,-3.398010731,0.25108999,-2.821728706,0.334741592,-2.189501524,0.298334658,-1.317846775,1,0
0.203852981,-3.398010731,0.25108999,-2.821728706,0.334741592,-2.189501524,0.298334658,-1.317846775,9.538230563,-0.393390536,-3.38250041,-0.18206954,-2.672883749,0.007363636,-2.000450373,0.047290213,-1.15361917,2,0
-0.393390536,-3.38250041,-0.18206954,-2.672883749,0.007363636,-2.000450373,0.047290213,-1.15361917,15.94834768,-1.080017328,-2.682284355,-0.759024858,-2.090257406,-0.426722676,-1.500291705,-0.230636582,-0.821976304,3,0
-1.080017328,-2.682284355,-0.759024858,-2.090257406,-0.426722676,-1.500291705,-0.230636582,-0.821976304,18.5649337,-1.592614651,-1.531593084,-1.213841319,-1.21437335,-0.97931087,-0.926869392,-0.594644487,-0.35810259,4,0
-0.226742029,-2.185935259,-0.138180196,-1.480443954,-0.039800704,-0.601479292,-0.000698507,0.328424275,17.93671866,-0.014697939,-3.588625193,0.088511974,-2.983054876,0.230730221,-2.311871529,0.251534402,-1.368098617,1,0
-0.014697939,-3.588625193,0.088511974,-2.983054876,0.230730221,-2.311871529,0.251534402,-1.368098617,9.60150843,-0.516596794,-3.637585878,-0.269357145,-2.90894556,-0.037315875,-2.21534586,0.027613254,-1.284960985,2,0
-0.516596794,-3.637585878,-0.269357145,-2.90894556,-0.037315875,-2.21534586,0.027613254,-1.284960985,9.410740043,-1.104700446,-3.016940117,-0.762945175,-2.385082245,-0.412552297,-1.75253129,-0.23120001,-0.993917882,3,0
-1.104700446,-3.016940117,-0.762945175,-2.385082245,-0.412552297,-1.75253129,-0.23120001,-0.993917882,17.15356435,-1.569875717,-1.885893941,-1.194561481,-1.537910819,-0.952850342,-1.211822033,-0.587722063,-0.548797905,4,0
0.126202047,-2.220983982,0.152752817,-1.5473423,0.197957814,-0.716127813,0.128631979,0.185886517,26.76567259,0.228699565,-3.325986147,0.282500833,-2.769789934,0.373533428,-2.152091265,0.341093004,-1.280068755,1,0
0.228699565,-3.325986147,0.282500833,-2.769789934,0.373533428,-2.152091265,0.341093004,-1.280068755,11.81458638,-0.447576791,-3.263948679,-0.237775266,-2.612544537,-0.025388185,-1.973667622,0.047728866,-1.133618116,2,0
-0.447576791,-3.263948679,-0.237775266,-2.612544537,-0.025388185,-1.973667622,0.047728866,-1.133618116,13.78406663,-1.142168999,-2.610009193,-0.821462393,-2.066809177,-0.489473581,-1.500115395,-0.258640349,-0.825652778,3,0
-1.142168999,-2.610009193,-0.821462393,-2.066809177,-0.489473581,-1.500115395,-0.258640349,-0.825652778,12.59446225,-1.647956014,-1.52011025,-1.289368987,-1.217765927,-1.053102493,-0.945213199,-0.642914951,-0.382742047,4,0
-0.017986655,-2.302587032,0.000118613,-1.603398442,0.044126332,-0.761367679,0.013151199,0.151678622,23.95779446,0.322883636,-3.388282776,0.349435836,-2.811318398,0.4120875,-2.173029423,0.331255376,-1.304500461,1,0
0.322883636,-3.388282776,0.349435836,-2.811318398,0.4120875,-2.173029423,0.331255376,-1.304500461,12.68807482,-0.265567869,-3.379328012,-0.064757705,-2.661934137,0.107955076,-1.985046864,0.103155538,-1.134706378,2,0
-0.265567869,-3.379328012,-0.064757705,-2.661934137,0.107955076,-1.985046864,0.103155538,-1.134706378,10.0478655,-0.953656197,-2.680541277,-0.641101837,-2.082087994,-0.329041362,-1.484284043,-0.166370749,-0.804847956,3,0
-0.953656197,-2.680541277,-0.641101837,-2.082087994,-0.329041362,-1.484284043,-0.166370749,-0.804847956,20.71809703,-1.485340357,-1.496141434,-1.120469213,-1.181091785,-0.89390415,-0.892123818,-0.527048349,-0.345754117,4,0
-0.112271428,-2.191109419,-0.046272516,-1.485234499,0.021163642,-0.601038039,0.017656177,0.323658288,20.54722491,0.067094117,-3.56925416,0.160073817,-2.969204187,0.299141407,-2.300912619,0.302280366,-1.35482502,1,0
0.067094117,-3.56925416,0.160073817,-2.969204187,0.299141407,-2.300912619,0.302280366,-1.35482502,13.44215014,-0.471229374,-3.621857882,-0.226001829,-2.898626804,0.002803858,-2.20539093,0.060862109,-1.275611639,2,0
-0.471229374,-3.621857882,-0.226001829,-2.898626804,0.002803858,-2.20539093,0.060862109,-1.275611639,6.853591008,-1.097471356,-3.016498566,-0.742813349,-2.392186403,-0.396984369,-1.752368689,-0.215289518,-0.993287563,3,0
-1.097471356,-3.016498566,-0.742813349,-2.392186403,-0.396984369,-1.752368689,-0.215289518,-0.993287563,15.55433176,-1.569989443,-1.893211603,-1.195403934,-1.538472056,-0.956379116,-1.218926907,-0.589888334,-0.55903101,4,0
-0.021508932,-2.396274328,-0.080569267,-1.6846385,-0.075615287,-0.866900504,-0.116840571,0.02872552,28.8296205,0.797246575,-3.241419077,0.69753623,-2.672502518,0.623327136,-2.052520752,0.392399967,-1.248492241,1,0
0.797246575,-3.241419077,0.69753623,-2.672502518,0.623327136,-2.052520752,0.392399967,-1.248492241,14.64007128,0.358197331,-3.104759932,0.397929698,-2.427789211,0.421579182,-1.775193095,0.242823079,-1.014459968,2,0
0.358197331,-3.104759932,0.397929698,-2.427789211,0.421579182,-1.775193095,0.242823079,-1.014459968,11.55874299,-0.346143633,-2.446997404,-0.172780097,-1.839582682,0.004875477,-1.2636621,0.012386965,-0.658773899,3,0
-0.346143633,-2.446997404,-0.172780097,-1.839582682,0.004875477,-1.2636621,0.012386965,-0.658773899,22.11752633,-1.022361159,-1.223856688,-0.724020958,-0.907855749,-0.563658237,-0.643085301,-0.320133209,-0.18792069,4,0
-0.193988442,-2.45126009,-0.206633627,-1.709083676,-0.130837679,-0.897920966,-0.095350027,0.006782964,45.75272304,0.467662156,-3.279071331,0.442625195,-2.690851688,0.432712555,-2.073524475,0.28434822,-1.271308422,1,0
0.467662156,-3.279071331,0.442625195,-2.690851688,0.432712555,-2.073524475,0.28434822,-1.271308422,10.36908031,0.016926855,-3.092668295,0.147375047,-2.41957283,0.244151205,-1.753992558,0.141905665,-1.003948331,2,0
0.016926855,-3.092668295,0.147375047,-2.41957283,0.244151205,-1.753992558,0.141905665,-1.003948331,17.78598479,-0.605868399,-2.39273262,-0.352197319,-1.776212335,-0.1257741,-1.204319954,-0.064408056,-0.61709559,3,0
-0.605868399,-2.39273262,-0.352197319,-1.776212335,-0.1257741,-1.204319954,-0.064408056,-0.61709559,18.78415791,-1.149642706,-1.100741386,-0.799896717,-0.790096581,-0.628064036,-0.529896855,-0.359585136,-0.114065088,4,0
-0.095791221,-2.461932659,-0.125747383,-1.728960991,-0.060113013,-0.895781994,-0.048036546,0.037078336,41.05262493,0.403469115,-3.358984947,0.393718153,-2.754223347,0.41603753,-2.120882034,0.30115667,-1.302983522,1,0
0.403469115,-3.358984947,0.393718153,-2.754223347,0.41603753,-2.120882034,0.30115667,-1.302983522,10.88935744,-0.0916574,-3.17608428,0.050443366,-2.487566233,0.179994732,-1.831935287,0.112102225,-1.055133224,2,0
-0.0916574,-3.17608428,0.050443366,-2.487566233,0.179994732,-1.831935287,0.112102225,-1.055133224,8.162148722,-0.729949117,-2.517409801,-0.467382848,-1.873077989,-0.216640264,-1.292295456,-0.130006135,-0.678936183,3,0
-0.729949117,-2.517409801,-0.467382848,-1.873077989,-0.216640264,-1.292295456,-0.130006135,-0.678936183,22.65608427,-1.302962303,-1.255400896,-0.955919325,-0.929135859,-0.762748063,-0.655266583,-0.464926451,-0.188801363,4,0
-0.45400691,-2.11742568,-0.376025796,-1.415253758,-0.245563745,-0.554651737,-0.13656503,0.346056819,17.58727942,0.108583331,-3.655428171,0.153713971,-3.006892204,0.244748697,-2.305872679,0.201382309,-1.366326213,1,0
0.108583331,-3.655428171,0.153713971,-3.006892204,0.244748697,-2.305872679,0.201382309,-1.366326213,11.68305037,-0.269794226,-3.766873121,-0.070591331,-2.968277454,0.094531879,-2.233775377,0.068077303,-1.290130973,2,0
-0.269794226,-3.766873121,-0.070591331,-2.968277454,0.094531879,-2.233775377,0.068077303,-1.290130973,7.803405471,-0.839175284,-3.136621237,-0.535394549,-2.436795235,-0.232231304,-1.772216916,-0.130945444,-1.005184293,3,0
-0.839175284,-3.136621237,-0.535394549,-2.436795235,-0.232231304,-1.772216916,-0.130945444,-1.005184293,19.54941652,-1.318739891,-1.919908643,-0.965956211,-1.549493909,-0.746214867,-1.213281631,-0.434360325,-0.570185244,4,0
0.067465782,-2.228111029,0.069367349,-1.527367353,0.089556277,-0.664857984,0.030002832,0.243661597,22.35805876,0.350078583,-3.451871872,0.373206943,-2.863992453,0.440025985,-2.212876081,0.362754107,-1.307697654,1,0
0.350078583,-3.451871872,0.373206943,-2.863992453,0.440025985,-2.212876081,0.362754107,-1.307697654,11.45243849,-0.255979002,-3.476615429,-0.068073183,-2.762904644,0.107502066,-2.077892542,0.111696802,-1.1948632,2,0
-0.255979002,-3.476615429,-0.068073183,-2.762904644,0.107502066,-2.077892542,0.111696802,-1.1948632,10.18788539,-0.975016117,-2.842726707,-0.65761137,-2.239969969,-0.341138452,-1.61779952,-0.177195653,-0.903022289,3,0
-0.975016117,-2.842726707,-0.65761137,-2.239969969,-0.341138452,-1.61779952,-0.177195653,-0.903022289,16.43884481,-1.508540392,-1.720424533,-1.149381161,-1.384007812,-0.923086822,-1.081806302,-0.561752498,-0.476239979,4,0
0.100782633,-2.323853731,0.079086483,-1.630184889,0.068559468,-0.781397104,-0.009576589,0.133056909,18.2923208,0.546543539,-3.339444637,0.522111297,-2.770291328,0.531277776,-2.139520407,0.39151457,-1.283177495,1,0
0.546543539,-3.339444637,0.522111297,-2.770291328,0.531277776,-2.139520407,0.39151457,-1.283177495,12.64840133,-0.043296367,-3.322363615,0.103873923,-2.608296394,0.222638398,-1.94070673,0.164567024,-1.111866474,2,0
-0.043296367,-3.322363615,0.103873923,-2.608296394,0.222638398,-1.94070673,0.164567024,-1.111866474,12.30090408,-0.802478433,-2.675750256,-0.51470983,-2.068069935,-0.232644096,-1.458883405,-0.113954574,-0.791060925,3,0
-0.802478433,-2.675750256,-0.51470983,-2.068069935,-0.232644096,-1.458883405,-0.113954574,-0.791060925,17.78109534,-1.380948305,-1.520249128,-1.033667088,-1.186924577,-0.82504499,-0.894642472,-0.490690261,-0.348936051,4,0
-0.12773478,-2.373643398,-0.085773468,-1.68010366,-0.037654936,-0.822195411,-0.043517381,0.118408754,14.34441,0.396415234,-3.396145105,0.394662887,-2.81449008,0.431191921,-2.178040504,0.325719357,-1.322582722,1,0
0.396415234,-3.396145105,0.394662887,-2.81449008,0.431191921,-2.178040504,0.325719357,-1.322582722,12.71416701,-0.10212189,-3.319681644,0.0472859,-2.60536027,0.171993941,-1.952101231,0.12547642,-1.125990629,2,0
-0.10212189,-3.319681644,0.0472859,-2.60536027,0.171993941,-1.952101231,0.12547642,-1.125990629,14.31191489,-0.790201008,-2.676964283,-0.515632391,-2.044780731,-0.237490043,-1.444282651,-0.129339099,-0.780424774,3,0
-0.790201008,-2.676964283,-0.515632391,-2.044780731,-0.237490043,-1.444282651,-0.129339099,-0.780424774,21.63984997,-1.362807989,-1.486068845,-1.00681746,-1.149995089,-0.802599132,-0.85357821,-0.48280254,-0.309610993,4,0
-0.549583018,-2.474299669,-0.569617212,-1.733286619,-0.434321851,-0.854774117,-0.311746478,0.109661713,41.43397475,0.800243735,-3.600929737,0.660015941,-2.917666435,0.568242967,-2.220563412,0.323308766,-1.361965775,1,0
0.800243735,-3.600929737,0.660015941,-2.917666435,0.568242967,-2.220563412,0.323308766,-1.361965775,14.53399122,0.530486524,-3.457592964,0.507665515,-2.686690569,0.509616196,-1.970919967,0.265456378,-1.14714241,2,0
0.530486524,-3.457592964,0.507665515,-2.686690569,0.509616196,-1.970919967,0.265456378,-1.14714241,8.32536478,-0.102998376,-2.841431141,0.040559679,-2.099958181,0.168367907,-1.44041276,0.090312377,-0.795553565,3,0
-0.102998376,-2.841431141,0.040559679,-2.099958181,0.168367907,-1.44041276,0.090312377,-0.795553565,11.10975843,-0.751926601,-1.590785384,-0.492634356,-1.204169273,-0.347811937,-0.86721766,-0.211717889,-0.326161951,4,0
-0.027704716,-2.412000656,-0.01776588,-1.71065259,0.017823458,-0.822750926,-0.015433997,0.15239495,23.54726038,0.259607315,-3.467063189,0.315011889,-2.875183344,0.412944078,-2.224459887,0.354594618,-1.339481235,1,0
0.259607315,-3.467063189,0.315011889,-2.875183344,0.412944078,-2.224459887,0.354594618,-1.339481235,11.13922863,-0.268544823,-3.40394783,-0.067787662,-2.691230774,0.123305947,-2.016515493,0.125064746,-1.167626977,2,0
-0.268544823,-3.40394783,-0.067787662,-2.691230774,0.123305947,-2.016515493,0.125064746,-1.167626977,8.557570462,-0.924961925,-2.756755352,-0.602105379,-2.137263298,-0.295524597,-1.522286892,-0.152273417,-0.838469505,3,0
-0.924961925,-2.756755352,-0.602105379,-2.137263298,-0.295524597,-1.522286892,-0.152273417,-0.838469505,12.12571963,-1.439886332,-1.62267518,-1.0859828,-1.274313092,-0.863775373,-0.973707438,-0.533398926,-0.37542814,4,0
0.035282016,-2.400585175,0.067272961,-1.728502035,0.099547863,-0.909429431,0.053222746,0.008177981,15.9744994,0.302348346,-3.119132757,0.333809882,-2.605978251,0.396593899,-2.028608799,0.331524342,-1.243840575,1,0
0.302348346,-3.119132757,0.333809882,-2.605978251,0.396593899,-2.028608799,0.331524342,-1.243840575,18.89348644,-0.334217191,-3.011427641,-0.113389298,-2.356850624,0.066001832,-1.74505055,0.088341504,-0.995496392,2,0
-0.334217191,-3.011427641,-0.113389298,-2.356850624,0.066001832,-1.74505055,0.088341504,-0.995496392,15.9222946,-1.048257828,-2.340580225,-0.705536246,-1.778634548,-0.379628569,-1.224614978,-0.186482489,-0.632470369,3,0
